full name,full name_label,alias,alias_label,account name,account name_label,social security number,social security number_label,national id number,national id number_label,passport number,passport number_label,drivers license number,drivers license number_label,government id number,government id number_label,certificate number,certificate number_label,medical record number,medical record number_label,bank account number,bank account number_label,credit card number,credit card number_label,debit card number,debit card number_label,email address,email address_label,phone number,phone number_label,fax number,fax number_label,physical address,physical address_label,geolocation data,geolocation data_label,ip address,ip address_label,device serial number,device serial number_label,mac address,mac address_label
Chris O'D'Souza,TRUE,chriso73,FALSE,acct_Chris_O'D'Souza,FALSE,FR12134063680,TRUE,4.71171E+11,FALSE,HGRV05,FALSE,320EVIR-ZBG4,FALSE,,FALSE,CERT-2025-099151,TRUE,MRN-4517702,TRUE,9933 57024,TRUE,,FALSE,**** **** **** 4528,FALSE,chris.odsouza..x@mydomain.fr,TRUE,-7991,FALSE,+33 5 36 44 47,TRUE,"1270 Oak Avenue, San Francisco, TX 54503, USA",TRUE,Latitude: 13.655447; Longitude: -74.509988,TRUE,999.999.999.999,TRUE,H0R5LQYSL62L,FALSE,68a56dfdbf3c,FALSE
Chris Smith,TRUE,​chrissmith​,FALSE,acct_Chris_Smith,FALSE,NID-ZY26QKCD,FALSE,4.24607E+11,FALSE,U5448NY2,FALSE,B4TGCXNR8GUA,FALSE,,FALSE,CERT-2007-597480,TRUE,MRN-5602858,TRUE,9408 593565,TRUE,XXXX-XXXX-XXXX-0000,TRUE,masked: **** **** **** 5678,FALSE,"""chris.smith@4""@sample.co.uk",TRUE,+33 2 35 96 87,TRUE,,FALSE,"1153 2nd Ave, Chicago, NY 66935, USA",TRUE,POINT(-158.561716 -86.0822),TRUE,127.0.0.1,TRUE,SN-7675191,TRUE,5B:C3:B2:60:6F:15,TRUE
Tom Williams,TRUE,tomwi64,FALSE,Tom Williams Account,TRUE,Not Provided,FALSE,NID-X6N33HKX,FALSE,8Q79FTW,FALSE,YVERUZ,FALSE,,FALSE,CERT-2009-453571,TRUE,MRN-2390041,TRUE,0417 7073,TRUE,XXXX-XXXX-XXXX-0000,TRUE,masked: **** **** **** 5678,FALSE,tom.williams+135@testmail.com,TRUE,-10223,FALSE,-9044,FALSE,"1336 Maple Drive, New York, TX 84384, USA",TRUE,43.033625;-67.71958,TRUE,f6a5:d113::2ba9:d986:72ed:1ded:b1ec,TRUE,SN-1854803,TRUE,f7-90-cf-05-38-f9,TRUE
DR. CHLOÉ MOREAU MARTIN O'CONNOR LECLERC MOREAU SMITH,TRUE,chloémoreau76,TRUE,Chloé_75,FALSE,285043686,TRUE,7.19503E+11,FALSE,EUHR32,FALSE,0R-FPZF0W20W,TRUE,,FALSE,CERT-2004-737294,TRUE,MRN-9549029,TRUE,9360 194127,TRUE,**** **** **** 6373,TRUE,**** **** **** 0549,FALSE,DR.CHLOÉ.MOREAU.MARTIN.OCONNOR.LECLERC.MOREAU.SMITH@service.net,TRUE,(876) 251-6796 x530,TRUE,+33 2 17 30 52,TRUE,"35 Rue de l'Église, 76266 Lyon, France",TRUE,Latitude: 33.555724; Longitude: 22.878225,TRUE,127.0.0.1,TRUE,FSYHU3ACBEDC,TRUE,a3-83-c8-e1-76-9e,TRUE
camille johnson,TRUE,camillejohnson,FALSE,corp:camille johnson,TRUE,035 46 8250,TRUE,NID-T78JUI0D,FALSE,7XGGHU,FALSE,4PO8WEU31S05,TRUE,,FALSE,CERT-2001-693129,TRUE,MRN-9838319,TRUE,457051557,TRUE,XXXX-XXXX-XXXX-0000,TRUE,**** **** **** 1856,TRUE,camille.johnson@sample.co.uk,TRUE,+33 4 54 61 38,TRUE,,FALSE,"49 Boulevard Saint-Germain, Bâtiment 5 42490 Marseille, France",TRUE,Latitude: -10.254809; Longitude: -26.412362,TRUE,36.47.99.38,TRUE,D70L808UYSNT,FALSE,19596b0a57b9,FALSE
Emily Williams,TRUE,emilyw63,FALSE,acct_Emily_Williams,FALSE,000-00-0000,FALSE,NID-OOMH5FQ3,FALSE,WQEK9KSL,FALSE,AL69EWLD,FALSE,,FALSE,CERT-2004-116039,TRUE,MRN-8012696,TRUE,9623838440,TRUE,XXXX-XXXX-XXXX-0000,TRUE,4048-7159-0518-2378,TRUE,emily.williams+263@service.net,TRUE,+33 9 98 45 77,TRUE,,FALSE,"6634 2nd Ave, Austin, CA 67997, USA",TRUE,POINT(82.660039 -19.12355),TRUE,86d1:3502:4bc4::3614:ce:62cb:df6a,TRUE,SN-3581182,TRUE,a8f7e1bf43dc,FALSE
Ethan Schmidt,TRUE,ethanschmidt430,FALSE,acct_Ethan_Schmidt,FALSE,XXX-XX-XXXX,TRUE,4.99196E+11,FALSE,QQ9GRTAAD,FALSE,C2X0CJPHD1,FALSE,GOV-427521,TRUE,CERT-2014-806073,TRUE,MRN-9682288,TRUE,5906 77185,TRUE,,FALSE,4350-6427-2990-4386,TRUE,ethan.schmidt@sample.co.uk,TRUE,+33 9 30 93 15,TRUE,,FALSE,"538 Sunset Blvd, New York, TX 18476, USA, near the big, old, oak tree, behind the museum",TRUE,-84.687892;44.579773,TRUE,4f38:1c60:dd29:c48b::def0:cfd8:a55c,TRUE,,FALSE,25ee06bb227a,FALSE
Tom Johnson,TRUE,tomjohnson,FALSE,Tom_17,FALSE,NID-T9HIZ6H5,FALSE,058899058081,TRUE,EG00T0B,FALSE,EKS121QJ,FALSE,GOV-630286,TRUE,CERT-2004-739931,TRUE,MRN-6207498,TRUE,65781304995,TRUE,<script>alert('xss')</script>,FALSE,masked: **** **** **** 5678,FALSE,tom.johnson..x@mydomain.fr,TRUE,-9486,FALSE,,FALSE,"1359 Elm St, New York, TX 54624, USA",TRUE,Latitude: -44.222969; Longitude: 11.6724,TRUE,b053:adad:f0cb:10c0:526e:44b6:916:,TRUE,,FALSE,8e-30-90-7e-25-0f,FALSE
anaïs garcía,TRUE,anaïsgarcía,TRUE,anaïs_42,FALSE,805 75 2213,TRUE,FR91782200810,TRUE,UFU5UVG,FALSE,C-Z2GA6AAQ,FALSE,,FALSE,CERT-2016-728377,TRUE,MRN-4227496,TRUE,8750310497,TRUE,**** **** **** 5665,FALSE,masked: **** **** **** 5678,FALSE,"""anaïs.garcía@8""@testmail.com",TRUE,(794) 980-1626 x598,TRUE,(602) 610-4566 x17,TRUE,"101 Place de la République, Bâtiment 1 26621 Paris, France",TRUE,"-79.832446,3.750346",TRUE,3758:2e49:68b1:ba57:640c::7e20:d4cb,TRUE,,FALSE,12:F2:2D:5D:C4:31,TRUE
OlIvIA willIams,FALSE,oliviawilliams,FALSE,OlIvIA willIams Account,FALSE,000-00-0000,FALSE,3.78866E+11,FALSE,N5SN95P,FALSE,UDUKHSAUAQ,FALSE,,FALSE,CERT-2024-436951,TRUE,MRN-9629145,TRUE,8955 713198,TRUE,5961-6395-2574-7779,TRUE,masked: **** **** **** 5678,FALSE,olivia.williams+625@testmail.com,TRUE,-8906,FALSE,,FALSE,"9345 Main St, Austin, NY 76030, USA",TRUE,"36.706672,33.988036",TRUE,:f0fe:4ae7:f3c2:6174:ee1d:d98f:7ebe,TRUE,3O6P1Y0B556U,FALSE,1c:95:8e:ba:17:e3,TRUE
TOM MOREAU,TRUE,tomm54,FALSE,TOM_97,FALSE,327967241,TRUE,NID-PHZYA7H1,FALSE,FVXY1F,FALSE,SBR2WCCC,FALSE,,FALSE,CERT-2010-578810,TRUE,MRN-8922706,TRUE,42449663,TRUE,4045-3980-4886-7253,TRUE,4688-1303-8469-1282,TRUE,"""tom.moreau@5""@service.net",TRUE,+33 9 17 90 82,TRUE,,FALSE,"1541 3rd St, Austin, CA 46404, USA",TRUE,POINT(117.712324 78.808101),TRUE,e545:2cd5:d5b4:aa7a:12e3::8665:35a6,TRUE,,FALSE,82:f8:db:45:0a:60,TRUE
Claire-Brown,TRUE,claire-brown,TRUE,corp:Claire-Brown,TRUE,835 78 0075,TRUE,NID-ZR8AKP1I,FALSE,HO67XM,FALSE,HWRP-4,FALSE,GOV-670611,TRUE,CERT-2011-508232,TRUE,MRN-1591066,TRUE,0157997062,TRUE,,FALSE,4390-3909-2005-6269,TRUE,CLAIREBROWN@testmail.com,TRUE,-5312,FALSE,,FALSE,"64 Place de la République, Bâtiment 1 71475 Marseille, France",TRUE,Latitude: -25.018638; Longitude: -83.42441,TRUE,127.0.0.1,TRUE,,FALSE,8f:ac:7c:fc:b8:13,TRUE
cHLOÉ johnson,TRUE,chloéjohnson,TRUE,cHLOÉ johnson Account,TRUE,883321617,TRUE,NID-8W4AMQAH,FALSE,5ZF3BY,FALSE,NCHGI2,FALSE,,FALSE,CERT-2002-696954,TRUE,MRN-7203579,TRUE,1147546624,TRUE,XXXX-XXXX-XXXX-0000,TRUE,**** **** **** 0787,TRUE,chloé.johnson@sub.service.net,TRUE,(490) 700-6020 x858,TRUE,,FALSE,"64 Boulevard Saint-Germain, Appartement 43 56970 Paris, France",TRUE,"{""lat"": 60.49823, ""lon"": -49.387628}",TRUE,127.0.0.1,TRUE,,FALSE,E5:89:09:B7:56:0A,TRUE
GRACE BROWN,TRUE,gracebrown357,FALSE,GRACE BROWN Account,FALSE,Not Provided,FALSE,NID-GP4A7W92,FALSE,4KHOH19,FALSE,IYD7AN2E,TRUE,GOV-490464,TRUE,CERT-2019-243150,TRUE,MRN-8449883,TRUE,481180829,TRUE,,FALSE,**** **** **** 7912,FALSE,grace.brown@company.org,TRUE,493.579.9476,TRUE,,FALSE,"4429 Maple Drive, Austin, IL 26643, USA",TRUE,"{""lat"": 10.5985, ""lon"": 155.403951}",TRUE,127.0.0.1,TRUE,D1VIBVOY2HIB,FALSE,11-b0-f4-0b-77-a0,TRUE
Patricia García,TRUE,  patriciagarcía  ,FALSE,corp:Patricia García,TRUE,701367882,TRUE,FR46964589244,FALSE,RR5K3UF,FALSE,T7-TBA-TYV,TRUE,,FALSE,CERT-2012-246025,TRUE,MRN-8878073,TRUE,1.91935E+11,FALSE,XXXX-XXXX-XXXX-0000,TRUE,masked: **** **** **** 5678,FALSE,patricia.garcía@company.org,TRUE,(902) 660-3630 x482,TRUE,,FALSE,"9369 2nd Ave, Chicago, WA 82916, USA",TRUE,POINT(19.916112 80.416243),TRUE,da4e:ce60:bb3:7831:d1ca:d8eb:fee:,TRUE,Q8LSMXCD4ZG1,FALSE,f4-fd-ef-83-47-8e,TRUE
Patricia Brown,TRUE,patriciabrown,TRUE,acct_Patricia_Brown,FALSE,,FALSE,6.72877E+11,FALSE,BSBQEA3,TRUE,#NAME?,FALSE,GOV-578560,TRUE,CERT-2005-442849,TRUE,MRN-8149635,TRUE,021737339,TRUE,XXXX-XXXX-XXXX-0000,TRUE,**** **** **** 9342,FALSE,patricia.brown..y@example.com,TRUE,-6401,FALSE,,FALSE,"8062 Oak Avenue, Chicago, IL 23879, USA",TRUE,"-61.315167,99.7832",TRUE,143.49.195.15,TRUE,,FALSE,C3:A6:17:86:8A:94,TRUE
Ethan Dupont,TRUE,ethan64,FALSE,acct_Ethan_Dupont,FALSE,164-23-9065,TRUE,3.09215E+11,FALSE,LKVZID,FALSE,0GA98CJW,FALSE,GOV-614734,TRUE,CERT-2025-073258,TRUE,MRN-0637035,TRUE,209225450,TRUE,XXXX-XXXX-XXXX-0000,TRUE,**** **** **** 7026,TRUE,ethan.dupont+703@example.com,TRUE,+33 1 25 89 79,FALSE,+33 8 52 48 71,TRUE,"8880 Main St, Chicago, NY 73532, USA",TRUE,Latitude: -21.094394; Longitude: 3.787636,TRUE,42.176.161.58,TRUE,SN-4083390,TRUE,ef29.2fe0.f2b0,FALSE
John Smith-Jones,TRUE,johnsmi79,FALSE,corp:John Smith-Jones,TRUE,756217604,TRUE,FR99824770751,TRUE,7L6E18YAA,FALSE,Z67EK5DTKXK8,FALSE,,FALSE,CERT-2012-338193,TRUE,MRN-6817922,TRUE,6.72602E+11,FALSE,3740-5997-4308-7809,TRUE,masked: **** **** **** 5678,FALSE,john.smithjones@company.org,TRUE,+33 8 76 45 61,TRUE,,FALSE,"7357 3rd St, Chicago, TX 60619, USA",TRUE,Latitude: 17.98177; Longitude: 71.269637,TRUE,af96:401c:a1d7:afec:99f5:4ca4::ab0f,TRUE,LD3KI04RC1BG,FALSE,3574.53e0.77d0,FALSE
SAMANTHA JOHNSON,TRUE,  samanthajohnson123  ,FALSE,SAMANTHA JOHNSON Account,TRUE,414-97-1077,TRUE,FR74116028595,FALSE,DQEWUK7,FALSE,ODGZROBP,FALSE,,FALSE,CERT-2019-519054,TRUE,MRN-4433294,TRUE,09978442,TRUE,XXXX-XXXX-XXXX-0000,TRUE,**** **** **** 7848,FALSE,samantha.johnson@service.net,TRUE,-8104,FALSE,,FALSE,"9071 3rd St, Seattle, WA 38496, USA",TRUE,24.416466;-15.937324,TRUE,127.0.0.1,TRUE,2BXBZIYNL2ZL,FALSE,67:42:da:ab:e7:4e,TRUE
pAtrICia o'Connor,TRUE,patriciaoconnor_01,TRUE,corp:pAtrICia o'Connor,TRUE,208-71-4554,TRUE,NID-RX01E0Z3,FALSE,AFVDRPRAF,FALSE,LZXV3Y,FALSE,,FALSE,CERT-2014-388123,TRUE,MRN-5732977,TRUE,9078 16293096,TRUE,,FALSE,4960-8749-6122-9832,TRUE,patricia.oconnor@sub.testmail.com,TRUE,-9446,FALSE,,FALSE,"262 Sunset Blvd, San Francisco, NY 38322, USA",TRUE,"64.421169,81.656368",TRUE,127.0.0.1,TRUE,Y27ERB8K8LSZ,FALSE,3C:7A:E6:28:D7:A6,TRUE
Robert Nguyen,TRUE,robertnguyen_01,FALSE,Robert Nguyen Account,TRUE,000-00-0000,FALSE,3.49228E+11,FALSE,UV4ZRG,FALSE,GN8XXPKN4X,FALSE,,FALSE,CERT-2019-519016,TRUE,MRN-7525232,TRUE,4829 4078,FALSE,XXXX-XXXX-XXXX-0000,TRUE,masked: **** **** **** 5678,FALSE,robert.nguyen@sub.company.org,TRUE,(965) 572-4199 x778,TRUE,,FALSE,"6283 Sunset Blvd
Apt 988, New York, NY 30079",TRUE,POINT(-106.015428 67.818952),TRUE,999.999.999.999,TRUE,MQVECY7M7JJE,TRUE,c1-07-9c-5e-f8-bf,TRUE
Anaïs Smith-Jones,TRUE,anaïssmi41,FALSE,Anaïs Smith-Jones Account,TRUE,626220397,TRUE,6.52726E+11,FALSE,CLB9FTAER,FALSE,YFPZC35J5KCS,FALSE,GOV-482165,TRUE,CERT-2022-747639,TRUE,MRN-3533350,TRUE,73092407413,TRUE,,FALSE,6146-8314-6500-3949,TRUE,ANAÏS.SMITHJONES@example.com,TRUE,+33 2 72 54 14,TRUE,,FALSE,"206 Rue du Faubourg, Bâtiment 2 03461 Toulouse, France",TRUE,88.48873;84.012681,TRUE,:544f:533:48cc:1ca:83a1:f8eb:2921,FALSE,,FALSE,E0:97:AC:6F:20:97,TRUE
Bob Moreau,TRUE,bobmoreau123,FALSE,acct_Bob_Moreau,FALSE,677-46-7112,TRUE,4.64676E+11,FALSE,7WVGQP7,FALSE,UVJAPL80,FALSE,GOV-453734,TRUE,CERT-2017-799596,TRUE,MRN-5283905,TRUE,4540691438,TRUE,5843-1556-7695-9795,TRUE,4651-4134-3076-8320,TRUE,bob.moreau@example.com,TRUE,-6319,FALSE,,FALSE,"1955 3rd St, Austin, WA 28728, USA",TRUE,POINT(86.560746 -78.231683),TRUE,5755:ce3:e3f5:68f2:82bb::f684:7539,TRUE,,FALSE,cf-ce-76-f2-09-07,TRUE
Camille Dupont,TRUE,camilledupont_01,FALSE,Camille_53,FALSE,000000000,TRUE,FR39536982320,FALSE,ODY59BE,FALSE,Y5CFREJ9AQ,FALSE,redacted,FALSE,CERT-2003-930058,TRUE,MRN-8362487,TRUE,98436633756,TRUE,3735-7777-8592-9450,TRUE,**** **** **** 3299,FALSE,camille.dupont..x@example.com,TRUE,(209) 724-7149 x327,TRUE,,FALSE,"235 Boulevard Saint-Germain, Appartement 14 01783 Nice, France",TRUE,22.046735;-168.379696,TRUE,5cfc:b7ca:15ea:21c5:ce9c::e588:ba98,TRUE,7YNJ9EA5AVZD,FALSE,f56b.913b.1acf,FALSE
Linda Smith,TRUE,linda63,FALSE,Linda Smith Account,TRUE,,FALSE,NID-HIBTVQBK,FALSE,TN97IY2Z,TRUE,HPYY5R8716,TRUE,redacted,FALSE,CERT-2019-913953,TRUE,MRN-8639141,TRUE,10954728740,TRUE,**** **** **** 3997,FALSE,4679-7463-1771-8620,TRUE,linda_smith_63@sample.co.uk,TRUE,(504) 475-5070 x837,TRUE,,FALSE,"2162 Oak Avenue, San Francisco, TX 59845, USA",TRUE,"72.909775,54.773803",TRUE,7fc2:8263:53b8::c11:5367:99d:b5f0,TRUE,SN-6391285,TRUE,a1:44:99:07:8b:3e,TRUE
Michael Nguyen,TRUE,michaelnguyen,FALSE,Michael Nguyen Account,TRUE,,FALSE,FR46439442805,FALSE,PAVMBCPRN,FALSE,KYJBVXXW,FALSE,redacted,FALSE,CERT-2004-931254,TRUE,MRN-9756578,TRUE,89865984,TRUE,XXXX-XXXX-XXXX-0000,TRUE,4690-7439-0648-4777,TRUE,"""michael.nguyen@2""@testmail.com",TRUE,(328) 643-2352 x654,TRUE,+33 7 45 71 18,TRUE,"9391 3rd St, New York, IL 33979, USA, near the big, old, oak tree, behind the museum",TRUE,"-14.345996,-131.335877",TRUE,176.98.5.167,TRUE,EYF7OLFVKCD5,FALSE,c4:c1:89:6b:13:c1,TRUE
Robert Leclerc,TRUE,robertleclerc,FALSE,Robert Leclerc Account,TRUE,480455531,TRUE,FR48088611258,FALSE,FGI2GZ7,FALSE,A-7G30,FALSE,,FALSE,CERT-2011-134947,TRUE,MRN-2673711,TRUE,7.73952E+11,FALSE,XXXX-XXXX-XXXX-0000,TRUE,masked: **** **** **** 5678,FALSE,"""robert.leclerc@4""@company.org",TRUE,-6117,FALSE,-8658,FALSE,"8795 Oak Avenue
Apt 417, Austin, IL 41642",TRUE,Latitude: -38.511081; Longitude: -71.488332,TRUE,136.120.154.134,TRUE,,FALSE,c1-47-e0-f4-69-72,TRUE
Théo O'Brown,TRUE,théoo10,FALSE,Théo O'Brown Account,TRUE,030892290641,TRUE,8.0598E+11,FALSE,1KKN3Y,FALSE,KHXREWE9D2AI,TRUE,,FALSE,CERT-2019-695367,TRUE,MRN-2863583,TRUE,38916190558,TRUE,4296-1499-0941-6798,TRUE,**** **** **** 0807,FALSE,théo.obrown..y@sample.co.uk,TRUE,+33 1 99 98 80,FALSE,-2976,FALSE,"87 Rue de l'Église, Appartement 25 89812 Lyon, France",TRUE,POINT(52.387783 -37.188501),TRUE,263:4555:b09d:3b70::c94a:e59e:4728,TRUE,SN-8129809,TRUE,6c:aa:e1:43:0f:30,TRUE
Mathieu O'Moreau,TRUE,mathieuomoreau,TRUE,Mathieu O'Moreau Account,TRUE,664-20-4732,TRUE,3.60489E+11,FALSE,F743YTU7D,FALSE,MF0UKE2-CB,FALSE,,FALSE,CERT-2021-067934,TRUE,MRN-0557402,TRUE,2.3258E+11,FALSE,**** **** **** 4438,FALSE,masked: **** **** **** 5678,FALSE,mathieu.omoreau..y@sample.co.uk,TRUE,-2415,FALSE,442.246.7645,TRUE,"58 Rue de l'Église, Résidence Les Tilleuls 79004 Marseille, France",TRUE,"{""lat"": -24.517692, ""lon"": 48.441331}",TRUE,124f:bf83:d670:7370:7018:ab3f::b725,TRUE,SN-7218217,TRUE,b0:b8:fa:6a:67:01,TRUE
Chris Williams,TRUE,  chriswilliams268  ,FALSE,acct_Chris_Williams,FALSE,000-00-0000,FALSE,8.92824E+11,FALSE,3XNYERA9M,FALSE,3CDZPP,FALSE,GOV-495017,TRUE,CERT-2004-508722,TRUE,MRN-5672617,TRUE,5.22359E+11,FALSE,**** **** **** 4151,FALSE,6338-7895-9190-5303,TRUE,CHRIS.WILLIAMS@mydomain.fr,TRUE,+33 5 60 97 68,FALSE,-8515,FALSE,"4406 Oak Avenue, Seattle, NY 58068, USA",TRUE,Latitude: -21.451737; Longitude: -49.299222,TRUE,35.71.234.217,TRUE,,FALSE,2449.d8d0.e4d7,FALSE
Mathieu Williams,TRUE,mathieuwilliams,FALSE,Mathieu_4,FALSE,000-00-0000,FALSE,FR07043105503,FALSE,A12WHRHQ7,FALSE,WEVZB-WH,FALSE,,FALSE,CERT-2014-497161,TRUE,MRN-1538611,TRUE,072508452,TRUE,<script>alert('xss')</script>,FALSE,4741-5949-2543-4500,TRUE,mathieu.williams@sub.mydomain.fr,TRUE,-2184,FALSE,,FALSE,"117 Boulevard Saint-Germain, Bâtiment 5 59810 Toulouse, France",TRUE,"{""lat"": 82.914867, ""lon"": 1.194121}",TRUE,178.112.97.191,TRUE,SN-2628856,TRUE,e4:4d:a6:3b:47:c3,TRUE
